id,stateid,state_name,uplift_pct,cost,Comment,cash_transfer,training_program,nrega_program
330102200,33,Lakshadweep,14.1%,8500,Uplifted 14.1% in Lakshadweep due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
2312080112,23,Telangana,14.1%,8500,Uplifted 14.1% in Telangana due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
232003222,23,Telangana,14.09%,8500,Uplifted 14.09% in Telangana due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
130003200,13,Madhya Pradesh,14.08%,3500,Uplifted 14.08% in Madhya Pradesh due to Training Program (1) + Nrega Program (1) for 7 months.,0,1,1
160001100,16,Meghalaya,14.08%,7000,Uplifted 14.08% in Meghalaya due to Cash Transfer (1000) for 7 months.,1000,0,0
221505200,22,Tamil Nadu,14.08%,8500,Uplifted 14.08% in Tamil Nadu due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
250003200,25,Uttar Pradesh,14.07%,10500,Uplifted 14.07% in Uttar Pradesh due to Cash Transfer (1000) + Training Program (1) + Nrega Program (1) for 7 months.,1000,1,1
201201225,20,Punjab,14.07%,10500,Uplifted 14.07% in Punjab due to Cash Transfer (1000) + Training Program (1) + Nrega Program (1) for 7 months.,1000,1,1
2410060201,24,Tripura,14.07%,8500,Uplifted 14.07% in Tripura due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
3310010111,33,Lakshadweep,14.05%,8500,Uplifted 14.05% in Lakshadweep due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
815010111,8,Haryana,14.05%,8500,Uplifted 14.05% in Haryana due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
290507100,29,Chandigarh,14.04%,6400,Uplifted 14.04% in Chandigarh due to Cash Transfer (700) + Nrega Program (1) for 7 months.,700,0,1
2013060109,20,Punjab,14.04%,7000,Uplifted 14.04% in Punjab due to Cash Transfer (1000) for 7 months.,1000,0,0
2118020212,21,Rajasthan,14.04%,6400,Uplifted 14.04% in Rajasthan due to Cash Transfer (700) + Nrega Program (1) for 7 months.,700,0,1
220601111,22,Tamil Nadu,14.03%,10500,Uplifted 14.03% in Tamil Nadu due to Cash Transfer (1000) + Training Program (1) + Nrega Program (1) for 7 months.,1000,1,1
333008100,33,Lakshadweep,14.01%,6900,Uplifted 14.01% in Lakshadweep due to Cash Transfer (700) + Training Program (1) for 7 months.,700,1,0
280302200,28,Andaman and Nicobar Islands,14.01%,8500,Uplifted 14.01% in Andaman and Nicobar Islands due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
3324060101,33,Lakshadweep,14.0%,4900,Uplifted 14.0% in Lakshadweep due to Cash Transfer (700) for 7 months.,700,0,0
2920220109,29,Chandigarh,13.99%,8500,Uplifted 13.99% in Chandigarh due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
707030101,7,Gujarat,13.98%,9000,Uplifted 13.98% in Gujarat due to Cash Transfer (1000) + Training Program (1) for 7 months.,1000,1,0
2336030101,23,Telangana,13.98%,8500,Uplifted 13.98% in Telangana due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
929040101,9,Himachal Pradesh,13.97%,8500,Uplifted 13.97% in Himachal Pradesh due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
232101111,23,Telangana,13.96%,8500,Uplifted 13.96% in Telangana due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
232002121,23,Telangana,13.95%,8400,Uplifted 13.95% in Telangana due to Cash Transfer (700) + Training Program (1) + Nrega Program (1) for 7 months.,700,1,1
2312070102,23,Telangana,13.93%,6400,Uplifted 13.93% in Telangana due to Cash Transfer (700) + Nrega Program (1) for 7 months.,700,0,1
230805100,23,Telangana,13.92%,8500,Uplifted 13.92% in Telangana due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
230901111,23,Telangana,13.92%,8400,Uplifted 13.92% in Telangana due to Cash Transfer (700) + Training Program (1) + Nrega Program (1) for 7 months.,700,1,1
60505111,6,Goa,13.9%,8500,Uplifted 13.9% in Goa due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
2320060101,23,Telangana,13.9%,7000,Uplifted 13.9% in Telangana due to Cash Transfer (1000) for 7 months.,1000,0,0
270705111,27,West Bengal,13.9%,8500,Uplifted 13.9% in West Bengal due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
95406200,9,Himachal Pradesh,13.88%,8500,Uplifted 13.88% in Himachal Pradesh due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
103203111,10,Jharkhand,13.88%,6400,Uplifted 13.88% in Jharkhand due to Cash Transfer (700) + Nrega Program (1) for 7 months.,700,0,1
190208200,19,Odisha,13.88%,8500,Uplifted 13.88% in Odisha due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
208060201,2,Arunachal Pradesh,13.88%,8500,Uplifted 13.88% in Arunachal Pradesh due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
291802100,29,Chandigarh,13.87%,3500,Uplifted 13.87% in Chandigarh due to Training Program (1) + Nrega Program (1) for 7 months.,0,1,1
91406100,9,Himachal Pradesh,13.87%,10500,Uplifted 13.87% in Himachal Pradesh due to Cash Transfer (1000) + Training Program (1) + Nrega Program (1) for 7 months.,1000,1,1
290901200,29,Chandigarh,13.86%,3500,Uplifted 13.86% in Chandigarh due to Training Program (1) + Nrega Program (1) for 7 months.,0,1,1
282012111,28,Andaman and Nicobar Islands,13.86%,8500,Uplifted 13.86% in Andaman and Nicobar Islands due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
332310100,33,Lakshadweep,13.84%,7000,Uplifted 13.84% in Lakshadweep due to Cash Transfer (1000) for 7 months.,1000,0,0
340003100,34,Puducherry,13.84%,8500,Uplifted 13.84% in Puducherry due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
80403112,8,Haryana,13.84%,8500,Uplifted 13.84% in Haryana due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
824100101,8,Haryana,13.82%,8500,Uplifted 13.82% in Haryana due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
201201222,20,Punjab,13.82%,10500,Uplifted 13.82% in Punjab due to Cash Transfer (1000) + Training Program (1) + Nrega Program (1) for 7 months.,1000,1,1
170008200,17,Mizoram,13.81%,10500,Uplifted 13.81% in Mizoram due to Cash Transfer (1000) + Training Program (1) + Nrega Program (1) for 7 months.,1000,1,1
80801111,8,Haryana,13.79%,8400,Uplifted 13.79% in Haryana due to Cash Transfer (700) + Training Program (1) + Nrega Program (1) for 7 months.,700,1,1
83202112,8,Haryana,13.78%,10500,Uplifted 13.78% in Haryana due to Cash Transfer (1000) + Training Program (1) + Nrega Program (1) for 7 months.,1000,1,1
291403100,29,Chandigarh,13.76%,10500,Uplifted 13.76% in Chandigarh due to Cash Transfer (1000) + Training Program (1) + Nrega Program (1) for 7 months.,1000,1,1
191002112,19,Odisha,13.76%,8500,Uplifted 13.76% in Odisha due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
60506211,6,Goa,13.75%,6400,Uplifted 13.75% in Goa due to Cash Transfer (700) + Nrega Program (1) for 7 months.,700,0,1
331506100,33,Lakshadweep,13.75%,7000,Uplifted 13.75% in Lakshadweep due to Cash Transfer (1000) for 7 months.,1000,0,0
1104030101,11,Karnataka,13.74%,8500,Uplifted 13.74% in Karnataka due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
951020101,9,Himachal Pradesh,13.73%,8500,Uplifted 13.73% in Himachal Pradesh due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
1014010111,10,Jharkhand,13.72%,8500,Uplifted 13.72% in Jharkhand due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
934030201,9,Himachal Pradesh,13.72%,10500,Uplifted 13.72% in Himachal Pradesh due to Cash Transfer (1000) + Training Program (1) + Nrega Program (1) for 7 months.,1000,1,1
1802090101,18,Nagaland,13.71%,10500,Uplifted 13.71% in Nagaland due to Cash Transfer (1000) + Training Program (1) + Nrega Program (1) for 7 months.,1000,1,1
2320010112,23,Telangana,13.7%,8500,Uplifted 13.7% in Telangana due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
92903100,9,Himachal Pradesh,13.69%,8500,Uplifted 13.69% in Himachal Pradesh due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
270602233,27,West Bengal,13.67%,9000,Uplifted 13.67% in West Bengal due to Cash Transfer (1000) + Training Program (1) for 7 months.,1000,1,0
220903111,22,Tamil Nadu,13.67%,10500,Uplifted 13.67% in Tamil Nadu due to Cash Transfer (1000) + Training Program (1) + Nrega Program (1) for 7 months.,1000,1,1
2917080101,29,Chandigarh,13.66%,4900,Uplifted 13.66% in Chandigarh due to Cash Transfer (700) for 7 months.,700,0,0
2915040101,29,Chandigarh,13.64%,8500,Uplifted 13.64% in Chandigarh due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
190908100,19,Odisha,13.64%,8500,Uplifted 13.64% in Odisha due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
610010121,6,Goa,13.64%,8500,Uplifted 13.64% in Goa due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
31112111,3,Assam,13.63%,5600,Uplifted 13.63% in Assam due to Cash Transfer (300) + Training Program (1) + Nrega Program (1) for 7 months.,300,1,1
2204050201,22,Tamil Nadu,13.63%,8400,Uplifted 13.63% in Tamil Nadu due to Cash Transfer (700) + Training Program (1) + Nrega Program (1) for 7 months.,700,1,1
1908090121,19,Odisha,13.63%,10500,Uplifted 13.63% in Odisha due to Cash Transfer (1000) + Training Program (1) + Nrega Program (1) for 7 months.,1000,1,1
20202221,2,Arunachal Pradesh,13.62%,8400,Uplifted 13.62% in Arunachal Pradesh due to Cash Transfer (700) + Training Program (1) + Nrega Program (1) for 7 months.,700,1,1
2703080101,27,West Bengal,13.62%,8500,Uplifted 13.62% in West Bengal due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
2207020111,22,Tamil Nadu,13.61%,8500,Uplifted 13.61% in Tamil Nadu due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
233507100,23,Telangana,13.61%,8500,Uplifted 13.61% in Telangana due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
130006100,13,Madhya Pradesh,13.6%,10500,Uplifted 13.6% in Madhya Pradesh due to Cash Transfer (1000) + Training Program (1) + Nrega Program (1) for 7 months.,1000,1,1
813030111,8,Haryana,13.59%,6400,Uplifted 13.59% in Haryana due to Cash Transfer (700) + Nrega Program (1) for 7 months.,700,0,1
1909140101,19,Odisha,13.59%,4900,Uplifted 13.59% in Odisha due to Cash Transfer (700) for 7 months.,700,0,0
330506100,33,Lakshadweep,13.58%,8500,Uplifted 13.58% in Lakshadweep due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
273005111,27,West Bengal,13.58%,8500,Uplifted 13.58% in West Bengal due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
120007100,12,Kerala,13.57%,8400,Uplifted 13.57% in Kerala due to Cash Transfer (700) + Training Program (1) + Nrega Program (1) for 7 months.,700,1,1
2204010111,22,Tamil Nadu,13.56%,8500,Uplifted 13.56% in Tamil Nadu due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
96507100,9,Himachal Pradesh,13.56%,3600,Uplifted 13.56% in Himachal Pradesh due to Cash Transfer (300) + Nrega Program (1) for 7 months.,300,0,1
291805200,29,Chandigarh,13.56%,10500,Uplifted 13.56% in Chandigarh due to Cash Transfer (1000) + Training Program (1) + Nrega Program (1) for 7 months.,1000,1,1
2210020211,22,Tamil Nadu,13.56%,8500,Uplifted 13.56% in Tamil Nadu due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
2305050112,23,Telangana,13.56%,8500,Uplifted 13.56% in Telangana due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
321202200,32,Delhi,13.55%,10500,Uplifted 13.55% in Delhi due to Cash Transfer (1000) + Training Program (1) + Nrega Program (1) for 7 months.,1000,1,1
2918050201,29,Chandigarh,13.55%,6400,Uplifted 13.55% in Chandigarh due to Cash Transfer (700) + Nrega Program (1) for 7 months.,700,0,1
291904200,29,Chandigarh,13.54%,10500,Uplifted 13.54% in Chandigarh due to Cash Transfer (1000) + Training Program (1) + Nrega Program (1) for 7 months.,1000,1,1
170008100,17,Mizoram,13.54%,8500,Uplifted 13.54% in Mizoram due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
1909180101,19,Odisha,13.53%,8500,Uplifted 13.53% in Odisha due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
210601111,21,Rajasthan,13.53%,10500,Uplifted 13.53% in Rajasthan due to Cash Transfer (1000) + Training Program (1) + Nrega Program (1) for 7 months.,1000,1,1
966020201,9,Himachal Pradesh,13.53%,10500,Uplifted 13.53% in Himachal Pradesh due to Cash Transfer (1000) + Training Program (1) + Nrega Program (1) for 7 months.,1000,1,1
281507200,28,Andaman and Nicobar Islands,13.51%,10500,Uplifted 13.51% in Andaman and Nicobar Islands due to Cash Transfer (1000) + Training Program (1) + Nrega Program (1) for 7 months.,1000,1,1
806010113,8,Haryana,13.51%,8500,Uplifted 13.51% in Haryana due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
2905330111,29,Chandigarh,13.5%,8500,Uplifted 13.5% in Chandigarh due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
3330070101,33,Lakshadweep,13.5%,8500,Uplifted 13.5% in Lakshadweep due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
806100101,8,Haryana,13.49%,8500,Uplifted 13.49% in Haryana due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
608060201,6,Goa,13.49%,8500,Uplifted 13.49% in Goa due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
2201030102,22,Tamil Nadu,13.47%,8500,Uplifted 13.47% in Tamil Nadu due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
232304112,23,Telangana,13.46%,8500,Uplifted 13.46% in Telangana due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
190104211,19,Odisha,13.44%,10500,Uplifted 13.44% in Odisha due to Cash Transfer (1000) + Training Program (1) + Nrega Program (1) for 7 months.,1000,1,1
83102100,8,Haryana,13.44%,9000,Uplifted 13.44% in Haryana due to Cash Transfer (1000) + Training Program (1) for 7 months.,1000,1,0
96701312,9,Himachal Pradesh,13.42%,8500,Uplifted 13.42% in Himachal Pradesh due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
332913100,33,Lakshadweep,13.41%,9000,Uplifted 13.41% in Lakshadweep due to Cash Transfer (1000) + Training Program (1) for 7 months.,1000,1,0
3314010101,33,Lakshadweep,13.4%,6400,Uplifted 13.4% in Lakshadweep due to Cash Transfer (700) + Nrega Program (1) for 7 months.,700,0,1
180206100,18,Nagaland,13.39%,10500,Uplifted 13.39% in Nagaland due to Cash Transfer (1000) + Training Program (1) + Nrega Program (1) for 7 months.,1000,1,1
211902111,21,Rajasthan,13.39%,8400,Uplifted 13.39% in Rajasthan due to Cash Transfer (700) + Training Program (1) + Nrega Program (1) for 7 months.,700,1,1
100503121,10,Jharkhand,13.38%,10500,Uplifted 13.38% in Jharkhand due to Cash Transfer (1000) + Training Program (1) + Nrega Program (1) for 7 months.,1000,1,1
191108200,19,Odisha,13.38%,8500,Uplifted 13.38% in Odisha due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
94207100,9,Himachal Pradesh,13.36%,8400,Uplifted 13.36% in Himachal Pradesh due to Cash Transfer (700) + Training Program (1) + Nrega Program (1) for 7 months.,700,1,1
947010201,9,Himachal Pradesh,13.36%,8500,Uplifted 13.36% in Himachal Pradesh due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
704010209,7,Gujarat,13.36%,8500,Uplifted 13.36% in Gujarat due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
190908200,19,Odisha,13.36%,10500,Uplifted 13.36% in Odisha due to Cash Transfer (1000) + Training Program (1) + Nrega Program (1) for 7 months.,1000,1,1
100507100,10,Jharkhand,13.36%,8500,Uplifted 13.36% in Jharkhand due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
211805111,21,Rajasthan,13.35%,8500,Uplifted 13.35% in Rajasthan due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
3330080201,33,Lakshadweep,13.34%,8500,Uplifted 13.34% in Lakshadweep due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
2204070101,22,Tamil Nadu,13.34%,8500,Uplifted 13.34% in Tamil Nadu due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
212902100,21,Rajasthan,13.32%,10500,Uplifted 13.32% in Rajasthan due to Cash Transfer (1000) + Training Program (1) + Nrega Program (1) for 7 months.,1000,1,1
2421030101,24,Tripura,13.32%,8500,Uplifted 13.32% in Tripura due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
2919050101,29,Chandigarh,13.31%,8500,Uplifted 13.31% in Chandigarh due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
221504111,22,Tamil Nadu,13.3%,8500,Uplifted 13.3% in Tamil Nadu due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
300101200,30,Dadra and Nagar Haveli,13.3%,7000,Uplifted 13.3% in Dadra and Nagar Haveli due to Cash Transfer (500) + Training Program (1) + Nrega Program (1) for 7 months.,500,1,1
1908080101,19,Odisha,13.29%,8500,Uplifted 13.29% in Odisha due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
815050112,8,Haryana,13.29%,8400,Uplifted 13.29% in Haryana due to Cash Transfer (700) + Training Program (1) + Nrega Program (1) for 7 months.,700,1,1
333011100,33,Lakshadweep,13.26%,9000,Uplifted 13.26% in Lakshadweep due to Cash Transfer (1000) + Training Program (1) for 7 months.,1000,1,0
211802212,21,Rajasthan,13.26%,8500,Uplifted 13.26% in Rajasthan due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
270602221,27,West Bengal,13.25%,5600,Uplifted 13.25% in West Bengal due to Cash Transfer (300) + Training Program (1) + Nrega Program (1) for 7 months.,300,1,1
2201030101,22,Tamil Nadu,13.25%,8500,Uplifted 13.25% in Tamil Nadu due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
220904111,22,Tamil Nadu,13.24%,6400,Uplifted 13.24% in Tamil Nadu due to Cash Transfer (700) + Nrega Program (1) for 7 months.,700,0,1
1909080201,19,Odisha,13.23%,8500,Uplifted 13.23% in Odisha due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
1916060101,19,Odisha,13.23%,8500,Uplifted 13.23% in Odisha due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
3310050111,33,Lakshadweep,13.22%,8500,Uplifted 13.22% in Lakshadweep due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
273007200,27,West Bengal,13.21%,8500,Uplifted 13.21% in West Bengal due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
60405100,6,Goa,13.21%,10500,Uplifted 13.21% in Goa due to Cash Transfer (1000) + Training Program (1) + Nrega Program (1) for 7 months.,1000,1,1
201403100,20,Punjab,13.21%,8500,Uplifted 13.21% in Punjab due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
2114040121,21,Rajasthan,13.2%,10500,Uplifted 13.2% in Rajasthan due to Cash Transfer (1000) + Training Program (1) + Nrega Program (1) for 7 months.,1000,1,1
270601111,27,West Bengal,13.2%,10500,Uplifted 13.2% in West Bengal due to Cash Transfer (1000) + Training Program (1) + Nrega Program (1) for 7 months.,1000,1,1
95902200,9,Himachal Pradesh,13.19%,8500,Uplifted 13.19% in Himachal Pradesh due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
832070101,8,Haryana,13.17%,10500,Uplifted 13.17% in Haryana due to Cash Transfer (1000) + Training Program (1) + Nrega Program (1) for 7 months.,1000,1,1
2421070101,24,Tripura,13.17%,9000,Uplifted 13.17% in Tripura due to Cash Transfer (1000) + Training Program (1) for 7 months.,1000,1,0
1032080102,10,Jharkhand,13.16%,8500,Uplifted 13.16% in Jharkhand due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
270203100,27,West Bengal,13.16%,8500,Uplifted 13.16% in West Bengal due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
190906111,19,Odisha,13.16%,8500,Uplifted 13.16% in Odisha due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
1901030111,19,Odisha,13.15%,8500,Uplifted 13.15% in Odisha due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
2924040101,29,Chandigarh,13.15%,8500,Uplifted 13.15% in Chandigarh due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
608010121,6,Goa,13.14%,6400,Uplifted 13.14% in Goa due to Cash Transfer (700) + Nrega Program (1) for 7 months.,700,0,1
233602222,23,Telangana,13.14%,8500,Uplifted 13.14% in Telangana due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
331401100,33,Lakshadweep,13.12%,10500,Uplifted 13.12% in Lakshadweep due to Cash Transfer (1000) + Training Program (1) + Nrega Program (1) for 7 months.,1000,1,1
190201111,19,Odisha,13.12%,8400,Uplifted 13.12% in Odisha due to Cash Transfer (700) + Training Program (1) + Nrega Program (1) for 7 months.,700,1,1
2913040101,29,Chandigarh,13.11%,8500,Uplifted 13.11% in Chandigarh due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
20202111,2,Arunachal Pradesh,13.11%,10500,Uplifted 13.11% in Arunachal Pradesh due to Cash Transfer (1000) + Training Program (1) + Nrega Program (1) for 7 months.,1000,1,1
81001111,8,Haryana,13.1%,6900,Uplifted 13.1% in Haryana due to Cash Transfer (700) + Training Program (1) for 7 months.,700,1,0
290603100,29,Chandigarh,13.1%,10500,Uplifted 13.1% in Chandigarh due to Cash Transfer (1000) + Training Program (1) + Nrega Program (1) for 7 months.,1000,1,1
3315010111,33,Lakshadweep,13.1%,8500,Uplifted 13.1% in Lakshadweep due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
82502111,8,Haryana,13.08%,10500,Uplifted 13.08% in Haryana due to Cash Transfer (1000) + Training Program (1) + Nrega Program (1) for 7 months.,1000,1,1
2316040111,23,Telangana,13.08%,8500,Uplifted 13.08% in Telangana due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
612070101,6,Goa,13.07%,7000,Uplifted 13.07% in Goa due to Cash Transfer (1000) for 7 months.,1000,0,0
3402020101,34,Puducherry,13.05%,8400,Uplifted 13.05% in Puducherry due to Cash Transfer (700) + Training Program (1) + Nrega Program (1) for 7 months.,700,1,1
292105200,29,Chandigarh,13.05%,8500,Uplifted 13.05% in Chandigarh due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
968020201,9,Himachal Pradesh,13.05%,8500,Uplifted 13.05% in Himachal Pradesh due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
710160109,7,Gujarat,13.05%,9000,Uplifted 13.05% in Gujarat due to Cash Transfer (1000) + Training Program (1) for 7 months.,1000,1,0
2108020111,21,Rajasthan,13.04%,8500,Uplifted 13.04% in Rajasthan due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
61905200,6,Goa,13.04%,10500,Uplifted 13.04% in Goa due to Cash Transfer (1000) + Training Program (1) + Nrega Program (1) for 7 months.,1000,1,1
82503100,8,Haryana,13.02%,8500,Uplifted 13.02% in Haryana due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
94505200,9,Himachal Pradesh,13.02%,10500,Uplifted 13.02% in Himachal Pradesh due to Cash Transfer (1000) + Training Program (1) + Nrega Program (1) for 7 months.,1000,1,1
60405200,6,Goa,13.02%,5600,Uplifted 13.02% in Goa due to Cash Transfer (300) + Training Program (1) + Nrega Program (1) for 7 months.,300,1,1
95004100,9,Himachal Pradesh,13.01%,10500,Uplifted 13.01% in Himachal Pradesh due to Cash Transfer (1000) + Training Program (1) + Nrega Program (1) for 7 months.,1000,1,1
31603111,3,Assam,13.01%,5000,Uplifted 13.01% in Assam due to Cash Transfer (500) + Nrega Program (1) for 7 months.,500,0,1
2014140101,20,Punjab,13.0%,6400,Uplifted 13.0% in Punjab due to Cash Transfer (700) + Nrega Program (1) for 7 months.,700,0,1
948020202,9,Himachal Pradesh,12.99%,8500,Uplifted 12.99% in Himachal Pradesh due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
2211050101,22,Tamil Nadu,12.99%,8500,Uplifted 12.99% in Tamil Nadu due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
100205111,10,Jharkhand,12.99%,10500,Uplifted 12.99% in Jharkhand due to Cash Transfer (1000) + Training Program (1) + Nrega Program (1) for 7 months.,1000,1,1
230905100,23,Telangana,12.98%,3500,Uplifted 12.98% in Telangana due to Training Program (1) + Nrega Program (1) for 7 months.,0,1,1
304010101,3,Assam,12.97%,9000,Uplifted 12.97% in Assam due to Cash Transfer (1000) + Training Program (1) for 7 months.,1000,1,0
818010101,8,Haryana,12.97%,6400,Uplifted 12.97% in Haryana due to Cash Transfer (700) + Nrega Program (1) for 7 months.,700,0,1
233601221,23,Telangana,12.97%,10500,Uplifted 12.97% in Telangana due to Cash Transfer (1000) + Training Program (1) + Nrega Program (1) for 7 months.,1000,1,1
332307200,33,Lakshadweep,12.96%,10500,Uplifted 12.96% in Lakshadweep due to Cash Transfer (1000) + Training Program (1) + Nrega Program (1) for 7 months.,1000,1,1
212303100,21,Rajasthan,12.96%,8500,Uplifted 12.96% in Rajasthan due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
815040111,8,Haryana,12.95%,8500,Uplifted 12.95% in Haryana due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
1602020209,16,Meghalaya,12.94%,8500,Uplifted 12.94% in Meghalaya due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
231304112,23,Telangana,12.94%,10500,Uplifted 12.94% in Telangana due to Cash Transfer (1000) + Training Program (1) + Nrega Program (1) for 7 months.,1000,1,1
280308100,28,Andaman and Nicobar Islands,12.93%,8400,Uplifted 12.93% in Andaman and Nicobar Islands due to Cash Transfer (700) + Training Program (1) + Nrega Program (1) for 7 months.,700,1,1
966030111,9,Himachal Pradesh,12.93%,7000,Uplifted 12.93% in Himachal Pradesh due to Cash Transfer (1000) for 7 months.,1000,0,0
201708200,20,Punjab,12.93%,8500,Uplifted 12.93% in Punjab due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
290205200,29,Chandigarh,12.92%,5600,Uplifted 12.92% in Chandigarh due to Cash Transfer (300) + Training Program (1) + Nrega Program (1) for 7 months.,300,1,1
331009411,33,Lakshadweep,12.92%,10500,Uplifted 12.92% in Lakshadweep due to Cash Transfer (1000) + Training Program (1) + Nrega Program (1) for 7 months.,1000,1,1
